user_id,early_avg_recall,early_avg_delta,early_std_delta,early_avg_difficulty
u:b8nN,1,250,353.5533906,1
u:b8sH,0.9375,0,0,0.888333333
u:b8ye,0.883333333,0,0,0.891266815
u:b92T,0.95,0,0,0.925176768
u:b93,0.777777778,4.388888889,18.62047857,0.890028864
u:b94S,0.833333333,33.22222222,99.66666667,0.768518519
u:b95H,0.975,0,0,0.928572962
u:b971,0.948717949,61.07692308,220.2159779,0.90918778
u:b9G_,0.685,3885.2,16055.7992,0.736127845
u:b9Nz,0.775,0,0,0.918453894
u:b9Or,0.833333333,17.4,77.81516562,0.984569597
u:b9Pi,0.891666667,0,0,0.918309873
u:b9SZ,0.885833333,109.7,381.7506902,0.840357143
u:b9_k,0.8,0,0,0.869154696
u:b9d,0.6,2665.85,11893.82875,0.679405565
u:b9hL,0.8,0,0,0.844415009
u:b9o2,0.769047619,0,0,0.935714286
u:b9pY,0.910833333,147.5,428.5913893,0.862201734
u:b9sM,0.975,0,0,0.779940476
u:b9xO,0.333333333,0,,1
u:b9y8,1,0,0,1
u:bA3q,0.775,0,0,0.9
u:bACV,1,0,,0.833333333
u:bAGW,0.45,0,0,0.623233015
u:bAGn,0.725,0,0,0.814477145
u:bAWp,0.9625,0,0,0.841487679
u:bAms,1,0,0,0.993506494
u:bAoG,0.845238095,0,0,0.928571429
u:bAsb,0.5,308,435.5777772,0.75
u:bBEN,0.875,0,,0.5
u:bBGi,1,0,0,0.862843175
u:bBM4,0.92,0,0,0.816666667
u:bBMK,0.571428571,0,0,0.692310188
u:bB_7,1,0,0,0.887755102
u:bBpu,0.883333333,4293.777778,12626.18449,0.954365079
u:bC3t,0.8875,0,0,0.883042888
u:bC4a,0.935294118,845.7647059,3487.177217,0.931216906
u:bC9G,0.958333333,0,0,0.942307692
u:bCA2,0.9275,48,123.9206028,0.926371912
u:bCCg,0.958333333,6.1,18.82020191,0.894083933
u:bCZE,0.944444444,13.5,33.06811153,0.935642136
u:bChA,1,0,0,0.903301174
u:bChj,0.866666667,100.6,315.5281954,0.936310967
u:bCim,1,92.33333333,159.9260246,0.933333333
u:bCnC,1,0,0,0.948004994
u:bCzI,0.7,115.9,485.8614596,0.910772069
u:bD-c,0.880952381,93.21428571,348.7759207,0.9625
u:bD2n,0.923076923,16.92307692,61.01702158,0.961538462
u:bD5U,0.833333333,0,0,0.833333333
u:bDE,0.916666667,0,0,0.934024124
u:bDHU,0.5,0,,1
u:bDLt,0.933333333,0,0,0.92320471
u:bDNh,0.923333333,53.2,164.5800397,0.970454545
u:bDUh,1,0,0,0.930660867
u:bD_,0.861111111,0,0,0.948337916
u:bDgG,0.925,0,0,0.920555556
u:bDiv,0.870833333,0,0,0.92078203
u:bDjx,0.9,0,0,0.75
u:bDkj,0.919791667,93.1875,372.75,0.970420235
u:bDrZ,0.7875,51.6,217.0535709,0.934209402
u:bE-4,0.690476191,3.071428571,11.4922334,0.822397732
u:bE2r,1,0,,0.666666667
u:bEPj,0.883333333,0,0,0.833277066
u:bEl4,0.9,45,114.5944795,0.960833333
u:bEn6,0.6,0,,0.818181818
u:bEp-,0.925,0,0,0.921944444
u:bF-S,0.952380952,0,0,0.888095238
u:bF6H,0.8,0,0,0.891190476
u:bF7_,0.875,216.9,911.323439,0.966666667
u:bFBD,0.895833333,48.1,148.0543641,0.837916667
u:bFGr,0.880952381,0,0,0.913492063
u:bFS5,0.95,0,0,0.895128205
u:bFTu,0.871428571,0,0,1
u:bFTv,1,0,0,1
u:bFZ7,0.8,0,0,1
u:bFjT,0.5,4.55,14.00554402,0.882558378
u:bFl5,1,9190.571429,23019.00341,1
u:bFmg,0.9,178.5,666.1376102,0.90944448
u:bFnk,0.8125,0,0,0.944447451
u:bFny,0.923076923,394.4615385,1422.251303,0.92782605
u:bFsZ,0.65,7,21.8944838,0.914650135
u:bG43,1,0,,0.875
u:bG4P,1,0,0,0.959482323
u:bGpg,0.991666667,62.9,191.6422883,0.869545958
u:bGsB,0.75,0,0,0.975497015
u:bHIK,1,0,0,0.954796228
u:bHM,0.725,5.7,25.49117494,0.73592554
u:bHPh,0.714285714,0,,1
u:bHWr,1,0,0,0.945170401
u:bHfz,0.902882206,61.10526316,193.9544319,0.897440717
u:bHlw,0.975,0,0,0.962397842
u:bHnC,1,203,287.0853532,0.8875
u:bHw0,0.804761905,0,0,0.8
u:bIIw,0.925,160.2,493.085623,0.941395889
u:bIJK,0.89,5.35,23.92592736,0.913333333
u:bIay,0.8,0,0,0.964204545
u:bIc,0.875,0,0,0.744672359
u:bIdd,0.8875,10,44.72135955,0.89122291
u:bIkV,1,0,,1
u:bIl0,1,499.45,1810.445815,0.889129073
u:bIu8,0.7,3.8,16.99411663,0.790961657
u:bIuc,0.9,0,0,0.949131016
u:bJBE,0.95,14.75,65.96400534,0.895833333
u:bJBw,0.923611111,18.91666667,65.52925555,0.902777778
u:bJD3,0.95952381,49.9,153.9616835,0.885138889
u:bJIC,0.9875,25.35,96.97654356,0.898088023
u:bJRo,0.7875,0,0,0.959375
u:bJje,0.8,0,0,0.853985507
u:bJxm,0.925,6.8,30.41052449,0.865665794
u:bK0S,0.9,4,17.88854382,0.860119048
u:bK4M,0.8375,0,0,0.848323665
u:bKTW,0.883333333,126.95,471.5316002,0.878333333
u:bKb2,0.954385965,15.36842105,66.98939429,0.880137845
u:bKfD,0.8625,2838.7,12649.22904,0.826087662
u:bKox,0.928571429,0,0,0.700101147
u:bKrp,0.887777778,29.73333333,115.1567048,0.883124401
u:bKta,0.8,76.55,202.460516,0.870357143
u:bKuB,1,0,0,0.926112133
u:bKus,0.9,0,0,0.966666667
u:bL2p,0.675,0,0,0.793683429
u:bL7A,0.866666667,31.13333333,93.39537054,0.782828283
u:bLNt,0.898809524,371.8571429,1391.362025,0.819047619
u:bLZr,0.775,0,0,0.948002137
u:bLbI,0.969298246,751,3228.772264,0.917103364
u:bLe4,0.875,0,0,0.909446387
u:bLfT,0.8875,993.875,2811.103009,0.91875
u:bLhE,0.8375,18.25,70.53769056,0.842777778
u:bM6Z,0.8775,14.55,44.81949177,0.848021793
u:bMAO,0.666666667,0,,1
u:bMCf,1,0,0,0.854584572
u:bMKG,0.8525,1073.4,4691.985186,0.866174242
u:bML6,0.90625,204.25,408.5,0.886613387
u:bMQR,0.821666667,86,271.9558788,0.955238095
u:bMfy,0.783333333,0,0,0.890677204
u:bMsU,1,87,123.0365799,0.75
u:bMt9,0.575,5.1,22.80789337,0.744583333
u:bMtl,0.9,86,271.9558788,0.861111111
u:bMu9,0.55,22.5,43.9527258,0.840624057
u:bMxE,0.839285714,22.78571429,85.25633617,0.957057823
u:bMyr,0.75,6.5,29.06888371,0.61702381
u:bN6-,0.95,0,0,0.956719322
u:bN6B,0.959924027,2493.277778,10322.16496,0.884060847
u:bN9x,0.891666667,0,0,0.974305556
u:bNEL,1,112.4444444,254.7818239,0.934744268
u:bNIJ,0.833333333,0,,0.8
u:bNJ,1,0,0,0.942118173
u:bNNS,0.875,1758.5,7864.251077,0.768460116
u:bNUg,0.926470588,0,0,0.950230277
u:bNXr,1,123.5,174.655375,1
u:bN_d,1,0,,1
u:bNdD,0.8,5.35,23.92592736,0.856655844
u:bOOf,0.633333333,6.7,29.9633109,0.906951618
u:bOVZ,0.9,0,0,0.891071429
u:bOW8,0.926470588,0,0,0.744206774
u:bO_z,1,19.95,89.2191123,0.842857143
u:bOaV,0.941666667,767.2,3431.022705,0.937440476
u:bOiA,0.95,0,0,0.925739408
u:bOwQ,0.825,0,0,0.95536776
u:bP0Q,0.979166667,3707.375,14547.66371,0.880776515
u:bP2c,0.920833333,6.55,29.29249051,0.934245718
u:bPAG,1,0,0,0.915306122
u:bPAj,0.725,48.55,217.1222006,0.799701507
u:bPF-,0.864583333,21.875,61.87184335,0.921153846
u:bPGq,0.891666667,702.25,2304.859349,0.881220238
u:bPLO,0.963203463,0,0,0.855194805
u:bPSG,0.944166667,269.15,1083.931697,0.94653855
u:bPWi,0.908333333,0,0,0.933303683
u:bPbz,0.666666667,0,,0.5
u:bPe9,0.8,0,0,0.945034965
u:bPn6,0.833333333,0,,0.909090909
u:bPts,0.625,29.2,116.6093794,0.906387432
u:bQ7F,0.875,0,0,0.917023173
u:bQEr,0.892797789,23.83333333,69.79318187,0.870189363
u:bQHa,0.992857143,75.55,211.6199361,0.918849405
u:bQMj,0.95,0,0,0.881368493
u:bQNR,0.952380952,0,0,0.928571429
u:bQSk,0.975,2046.35,9087.73622,0.917954545
u:bQeH,0.777777778,0,0,0.941666667
u:bQg-,1,0,,0.666666667
u:bQnY,0.883333333,0,0,0.888473026
u:bR-E,0.864821429,42.4,104.6484843,0.878194444
u:bR8O,0.980882353,9.470588235,39.04823563,1
u:bR8W,0.85,790.45,3505.221886,0.664705311
u:bR9O,1,0,0,0.8125
u:bRCv,0.666666667,0,0,0.858314176
u:bRXF,0.860833333,189.25,846.3517295,0.801547619
u:bRcs,0.4,0,0,0.866666667
u:bRfB,0.85,12.5,55.90169944,0.91952381
u:bRne,0.85,0,0,0.911492127
u:bRpE,0.961538462,85.38461538,254.7932294,0.897435897
u:bRtO,0.975,0,0,0.926825397
u:bRyz,0.926406926,0,0,0.900437441
u:bRzF,0.933333333,3382,5156.547197,0.833333333
u:bRzH,0.973684211,0,0,0.969298246
u:bSCC,0.8,0,0,0.91834145
u:bSCd,0.976190476,44.78571429,167.5727987,0.952380952
u:bSI3,1,0,0,0.935198796
u:bSLI,0.815,46,112.905643,0.810019841
u:bSQy,0.945,18.6,83.18172876,0.938019046
u:bSTh,0.7,9.85,44.05053916,0.871845154
u:bSXt,0.95,0,0,0.934166667
u:bSYm,0.85,0,0,0.935998168
u:bShZ,0.892857143,0,0,0.908224984
u:bT6A,0.775,0,0,0.931633239
u:bTAs,0.9,14.65,65.51679174,0.783316198
u:bTTH,0.915476191,41.42857143,155.0115203,0.892690981
u:bTY5,1,0,,1
u:bTcK,1,0,0,0.942454648
u:bThE,0.388888889,0,0,0.737503545
u:bU2x,0.972222222,12.58333333,43.58994532,0.952083333
u:bUDQ,0.6,39.35,150.528289,0.836071429
u:bU_W,0.9,249.2,767.0916778,0.864880952
u:bUic,0.710526316,0,0,0.67609782
u:bUnR,0.85,0,0,0.877687663
u:bUud,1,30.65,137.070967,1
u:bVCu,0.786190476,0,0,0.790714286
u:bVKx,0.939603175,81.65,316.6015718,0.862175888
u:bVNT,0.7625,0,0,0.732674964
u:bVQY,1,0,0,0.821123321
u:bVTZ,1,0,0,0.997061192
u:bVes,0.855,145.4,650.2485679,0.914567256
u:bVoD,0.75,8.85,27.96478048,0.828240452
u:bVsG,1,23.5,64.21526298,0.984375
u:bVyv,0.816666667,200.6,208.4725402,0.955555556
u:bVzu,1,0,,1
u:bWAD,0.825,0,0,0.899041241
u:bWAL,0.909803922,0,0,0.900509295
u:bWAQ,0.915714286,36.45,122.3560271,0.937921245
u:bWFN,0.9125,2805.4,12546.13021,0.71206399
u:bWOw,0.4,3.25,14.53444185,0.701628514
u:bWSh,0.95,7.3,32.64659247,0.941842432
u:bWbQ,1,0,0,0.935992579
u:bWbZ,0.675,18.4,70.42084022,0.953985507
u:bWeB,0.525,5.1,22.80789337,0.675282357
u:bWiv,0.891666667,0,0,0.794265837
u:bWug,0.976190476,13,48.64154603,0.961281179
u:bWwF,0.925,0,0,0.748458333
u:bX1m,0.94,0,0,0.941807501
u:bXGV,0.775,17.4,77.81516562,0.841088137
u:bXL4,0.725,0,0,0.88047619
u:bXN5,0.951944444,86,328.3837614,0.927080745
u:bXNT,0.983333333,0,0,0.918055556
u:bXOj,1,0,0,0.958680556
u:bXnS,1,0,0,0.954240841
u:bXvi,0.883333333,0,0,0.957621212
u:bXw4,0.816666667,0,0,0.955941179
u:bY0j,0.95,0,0,0.90109016
u:bY1r,0.825,0,0,0.928321431
u:bYBs,0.875,8.25,25.41834191,0.783194444
u:bYFx,1,0,0,0.966666667
u:bYGc,1,0,,1
u:bYGi,1,0,0,0.916666667
u:bYIV,0.95,12.85,57.46694702,0.858032466
u:bYJg,1,0,,0.75
u:bYNj,0.972222222,0,0,0.789898477
u:bYUL,0.881666667,0,0,0.709978368
u:bYUN,1,0,0,0.958333333
u:bYae,0.8,0,0,0.928058608
u:bYcf,0.9,0,0,0.90630584
u:bYev,0.95,12.3,37.94747062,0.796151961
u:bYgT,0.475,5.35,23.92592736,0.832455094
u:bYlS,1,0,0,0.990625
u:bYo8,1,0,0,0.928435131
u:bYqG,0.277777778,740.1666667,3103.919671,0.660296158
u:bZ48,0.962962963,0,0,0.921019721
u:bZ8n,0.75,17.6,37.31995374,0.887782817
u:bZ98,1,0,0,0.914603175
u:bZEi,0.875,0,0,0.918644149
u:bZHW,0.946428571,11.66666667,40.41451884,0.821612171
u:bZHv,1,0,0,0.925333333
u:bZKC,0.857142857,0,0,0.877210884
u:bZKh,1,0,0,0.924603175
u:bZ_,0.9,16.9,75.57909764,0.9125
u:bZ_j,0.9,3.35,14.98165545,0.890631763
u:bZ_x,0.904166667,27.3,84.15030412,0.861322232
u:bZeV,1,0,0,0.972222222
u:bZj6,1,0,0,0.909090909
u:bZnC,0.925,0,0,0.890658464
u:bZud,0.858333333,0,0,0.873373016
u:bZvV,0.9,35.4,158.3136128,0.875927119
u:b_0r,0.982857143,76.25,250.2255561,0.944083694
u:b_9J,1,0,0,0.96625
u:b_Jo,0.95,0,0,0.864254329
u:b_Rm,0.860833333,0,0,0.83577381
u:b_Sq,0.918571429,34.6,106.5207664,0.906269841
u:b_Uv,0.875,0,0,0.93490982
u:b_l1,0.2,0,0,0.816666667
u:ba1p,0.95,64.95,290.4652303,0.914940476
u:ba3d,0.8,0,0,0.945833333
u:ba4D,1,0,0,0.974954581
u:ba84,1,0,0,0.970427807
u:baGO,0.925,653.6666667,1018.964507,0.916666667
u:baI,1,0,0,0.968594816
u:baKP,0.925,0,0,0.878990184
u:baQd,0.8775,15.75,70.43614129,0.861472302
u:baRz,0.525,2.55,11.40394669,0.76587062
u:baZL,0.916666667,0,0,0.830833333
u:baiV,0.95,0,0,0.95744271
u:bakV,0.891666667,0,0,0.890935713
u:bapv,0.95,0,0,0.947291667
u:bas9,0.9,0,0,0.894642857
u:batQ,0.84,2939.3,13118.61099,0.924454249
u:bb-b,0.857142857,0,0,0.968987721
u:bb1B,0.9,0,0,0.990598291
u:bbEJ,1,0,0,0.904166667
u:bbHL,0.857142857,1684.571429,6303.089129,0.88622449
u:bbOX,0.954166667,96.35,297.4649515,0.923694174
u:bbVI,0.5625,59.2,194.4594668,0.744149878
u:bbWi,1,12.9,44.22061915,0.981617647
u:bbbN,0.783333333,0,0,0.943890127
u:bbxo,0.869444445,0,0,0.889814815
u:bc9o,0.722222222,0,0,0.911507937
u:bcH_,0.358333333,0,0,0.617544377
u:bcO5,1,0,,1
u:bcRU,1,0,0,0.9375
u:bcXS,1,0,0,0.914523173
u:bcXt,0.9375,61.15,234.1859978,0.918690476
u:bcds,1,0,,0.966666667
u:bceW,0.58125,4.85,14.97111253,0.892477513
u:bcmq,0.956597222,0,0,0.909415584
u:bcoE,0.7,40.65,153.3898628,0.773391813
u:bcyB,0.821428571,0,0,0.857142857
u:bd2Q,0.869047619,0,0,0.921711225
u:bdKl,0.916666667,156.4,699.4420634,0.854040404
u:bdPK,0.93452381,0,0,0.948549
u:bdPr,0.849722222,123.25,364.4844773,0.936298446
u:bdUf,0.941176471,4004.882353,16349.12895,0.935014006
u:bdY,0.958333333,0,0,0.958077006
u:bdde,0.983193277,90.05882353,371.3220419,0.848601072
u:bdlX,0.8,7.8,34.88266045,0.759111787
u:bdm_,0.970833333,3311,10189.63305,0.925833333
u:bdp,0.9,0,0,0.908177656
u:bdpW,0.973333333,0,0,0.907174603
u:bdps,0.7,8.75,21.58185154,0.920416667
u:bdqB,0.95,204.25,714.9586573,0.864821429
u:be45,0.928571429,0,0,0.857142857
u:beMr,0.966666667,0,0,0.967622461
u:beT4,0.9675,500.3,1592.15237,0.897516237
u:beU7,1,237.7,1063.026717,0.952160168
u:beji,0.777777778,0,,0.5
u:bemk,0.9,0,0,0.933667757
u:beot,0.733333333,4.25,19.00657781,0.921752377
u:bf07,0.901785714,128.25,256.5,0.75
u:bfH6,1,8.25,36.89512163,0.964377939
u:bfIR,0.8,0,,1
u:bfL8,0.900992063,44.75,138.245729,0.927267004
u:bfOk,0.858333333,0,0,0.883035393
u:bfQ4,0.866666667,0,0,0.943675889
u:bfRX,0.944444444,0,0,0.920427881
u:bfVh,0.85,0,0,0.860156926
u:bfXg,0.95,4.7,21.01903899,0.7760993
u:bfZi,0.892857143,0,0,0.857142857
u:bfb0,0.9,0,0,0.881984127
u:bfcn,0.789473684,0,0,1
u:bfdJ,0.508333333,9.9,30.76207508,0.83547619
u:bfkF,0.983333333,0,0,1
u:bfpv,0.894940476,70.5,233.766978,0.87395757
u:bgVx,0.611111111,4895.333333,6922.928956,0.916666667
u:bgsY,0.966666667,34.9,156.0775448,0.937427669
u:bgtn,0.925,53.05,237.2468124,0.938835979
u:bguH,0.55,0,0,0.932928251
u:bgvH,0.745833333,0,0,0.92079814
u:bgwT,0.6,11.45,40.18310066,0.792656695
u:bhHB,1,0,,1
u:bi1,1,23.33333333,57.15476066,0.934928911
u:biFf,0.8,0,0,0.90110048
u:biRr,0.858333333,0,0,0.959128385
u:bi_R,0.291666667,9.3,23.38037864,0.828188747
u:bidf,0.820833333,27.3,122.0893116,0.853643322
u:bin8,1,0,0,0.926530612
u:biu3,0.625,4.8,21.46625258,1
u:biwx,1,0,,0.875
u:bixs,0.833333333,0,,0.875
u:bj1a,0.55,2672.85,11904.20073,0.850201012
u:bj4j,0.883333333,0,0,0.881190476
u:bj65,0.975,0,0,0.973214286
u:bjAB,0.25,4.75,14.64267376,0.717186108
u:bjBQ,0.916666667,68.5,137,0.972222222
u:bjDO,1,0,0,0.90595017
u:bjHN,0.948333333,371.65,1281.299352,0.937918957
u:bjIn,0.769230769,6.076923077,21.91065775,0.7582625
u:bjK-,0.845833333,173.55,711.478555,0.916030482
u:bjLe,0.79,0,0,0.926205499
u:bjO5,0.944444444,507.6666667,879.30446,0.916666667
u:bjSW,0.842857143,0,0,1
u:bjTu,0.900952381,1249.133333,3757.716686,0.919916195
u:bjV9,0.825,5,22.36067977,0.921018847
u:bjXC,1,0,,1
u:bjfk,0.922222222,0,0,0.913663542
u:bjvA,0.933333333,54.6,172.6603602,0.94272942
u:bk06,0.625,0,0,0.930977391
u:bk2n,0.85,3.05,13.64001466,0.630174502
u:bk9W,1,11.5,51.42956348,0.948744125
u:bkBh,0.666666667,0,0,0.796296296
u:bkKd,0.625,5.75,25.71478174,0.99375
u:bke,0.888888889,79.66666667,137.9867143,0.883838384
u:bkei,0.733333333,0,0,0.865223616
u:bkhu,0.94,13.25,59.2558014,0.843968254
u:bkiW,0.9,0,0,0.945169159
u:bkoY,1,0,0,0.945357143
u:bkqm,0.940476191,208.8571429,781.4718714,0.928571429
u:bkzS,0.95,0,0,0.83
u:bl-q,0.975,19.85,61.6546195,0.958333333
u:bl1V,0.722222222,0,0,0.85496515
u:blS0,0.875,0,0,0.863636364
u:blSQ,1,72.72727273,241.2090757,0.803030303
u:blcO,0.675,568.45,2542.185684,0.894963474
u:blrk,1,0,0,0.957773386
u:blvE,0.962962963,0,0,0.967592593
u:bly-,0.7,0,0,0.922585979
u:bm2C,1,0,0,0.8
u:bmBa,0.8,0,0,0.814463011
u:bmOy,0.875,105.95,451.0067656,0.901666667
u:bm_P,1,0,0,0.958333333
u:bmc,0.8875,41.9,149.4882146,0.903791274
u:bn5E,0.916666667,0,0,0.966161616
u:bnEG,0.875,0,0,0.921451847
u:bnFz,0.975,107.95,382.7323477,0.933604685
u:bnT,0.907142857,58.14285714,153.8315405,0.852435687
u:bnVW,1,0,0,1
u:bnW-,0.85,0,0,0.8901243
u:bna8,0.85,0,0,0.892042125
u:bnaU,0.80952381,0,0,0.952380952
u:bnhP,0.9125,87.45,288.08761,0.909579734
u:bo36,0.916666667,0,0,0.916666667
u:bo3N,0.875,0,0,0.914571355
u:bo4N,0.6,3.75,16.77050983,0.600150843
u:boJc,1,0,0,0.919107628
u:boMt,0.783333333,0,0,0.837258539
u:boTC,0.583333333,40.45,122.2587743,0.586349206
u:boj4,1,0,,1
u:bolF,0.875,0,,1
u:box,0.9375,0,0,0.888610529
u:boxu,0.883333333,180.25,806.1025059,0.94983703
u:bp8f,0.948333333,10.85,48.52267511,0.834417021
u:bp8r,0.981481482,0,0,0.924008428
u:bp9y,0.909674254,45.71428571,171.0471948,0.906538572
u:bpBB,0.483333333,879.8,3918.374591,0.89533543
u:bpC,0.952380952,0,0,0.848014169
u:bpDB,1,0,,1
u:bpEM,0.975,0,0,0.965952381
u:bpOz,0.896428571,32.14285714,120.2675589,0.842701419
u:bpPZ,0.825,0,0,0.965520362
u:bpbU,0.85,0,0,0.932881285
u:bphu,1,0,,1
u:bq-1,0.55,9.9,24.28536488,0.796168831
u:bq7H,0.958333333,0,0,0.854166667
u:bq85,0.833333333,0,0,0.855663781
u:bqAE,1,0,0,0.785486443
u:bqBV,0.935897436,0,0,0.965433148
u:bqEl,0.733333333,0,0,0.888100298
u:bqJD,0.983333333,195.95,829.1046836,0.915353535
u:bqJp,0.92,0,0,0.95246328
u:bqSO,0.5,15.75,70.43614129,0.909493977
u:bqVw,0.875,0,,0.5
u:bqX8,0.9,0,0,0.849583333
u:bqZz,1,38.61111111,163.813071,0.815740741
u:bqa5,0.958333333,44.7,137.6024403,0.858333333
u:br-S,0.875,0,0,0.930955254
u:br4r,1,0,,1
u:br7L,1,0,0,1
u:brG7,0.725,2.85,9.195393584,0.857940086
u:brMc,0.773333333,0,0,0.975
u:brPt,0.85,7.6,33.98823326,0.903638996
u:brPy,0.508333333,28.95,110.7084721,0.954727688
u:brUq,1,0,0,0.874884045
u:brs,1,0,,1
u:bs1d,1,0,,0.5
u:bs62,0.915833333,28.35,87.48851052,0.865553752
u:bsHa,0.873333333,0,0,0.945436508
u:bsRI,0.892857143,239.5,896.1269441,0.926105442
u:bsZx,0.9,0,0,0.917857143
u:bsZz,0.416666667,4.666666667,16.16580754,0.933624031
u:bs_,1,0,0,0.925925926
u:bsae,0.966666667,0,0,0.995833333
u:bset,0.9375,28.05,86.43127784,0.958624484
u:bskS,0.617647059,0,0,0.78939802
u:bsyS,0.860416667,77.1875,308.75,0.910699877
u:bt3z,0.808333333,0,0,0.931581205
u:btCf,1,0,0,0.958661616
u:btIp,0.85,12.7,56.79612663,0.788333333
u:btIv,0.25,0,0,0.807291667
u:btJZ,0.883333333,14.8,36.84190977,0.865176675
u:btNP,0.794861111,1036.6,3914.908622,0.830833333
u:btRY,0.858333333,0,0,0.889788178
u:btj,0.95,0,0,0.975
u:btrg,0.85,12.45,55.67809264,0.749085498
u:bu06,0.973333333,376.25,1503.530787,0.967857143
u:bu49,0.725,0,0,0.991666667
u:buA-,0.95,28.65,91.18302878,0.908333333
u:buS9,0.913333333,27.9,96.54717963,0.903412698
u:bupC,0.825,7.2,32.19937888,0.907166667
u:busV,0.916666667,0,0,0.883852259
u:bv32,0.895833333,35.95,89.13058132,0.873412584
u:bvAy,0.9,0,0,0.888237734
u:bvCH,0.870833333,0,0,0.969466864
u:bvFC,0.908333333,1433.25,6409.688858,0.832291667
u:bvNy,0.85,5.15,23.03150017,0.840201465
u:bvUq,0.952380952,0,0,0.931146176
u:bvV8,0.820833333,0,0,0.744017809
u:bvWW,0.8,0,0,0.954166667
u:bvcB,1,0,,1
u:bvgV,1,140.5,198.6970055,1
u:bw57,0.875,0,0,0.883755875
u:bw5m,1,0,0,0.973065476
u:bwPp,0.920833333,22.9,102.4119134,0.837706044
u:bwQO,0.425,10.1,35.52597271,0.84209023
u:bwQf,0.770833333,0,0,0.913528669
u:bwYM,0.925,0,0,0.953850455
u:bwa6,0.875,0,0,0.956944444
u:bwi-,0.844444444,34.85,128.0408138,0.828063572
u:bws4,0.95,0,0,0.931367755
u:bwtJ,0.875,0,0,0.963712921
u:bwya,0.575,7.85,35.10626725,0.832020401
u:bwzk,1,139.3333333,241.3324125,0.866666667
u:bx1r,0.904166667,1731.4,7604.191423,0.897727273
u:bx6F,0.973333333,51.8,231.6566425,0.954451754
u:bx8J,0.95,0,0,0.936369963
u:bxFB,1,0,0,0.941666667
u:bxTq,0.5,0,,0.916666667
u:bxW9,0.725,0,0,0.890571977
u:bxc,0.8,0,0,0.924987688
u:bxi6,0.90797619,1098.95,3571.380692,0.877609622
u:bxx6,0.914814815,13.44444444,57.03994702,0.816666667
u:by-O,0.972222222,0,0,0.958333333
u:by37,0.883333333,0,0,0.921489638
u:by44,0.956666667,0,0,0.937235987
u:by5r,0.825,0,0,0.871502587
u:byAg,1,0,,1
u:byBx,0.964583333,33.95,104.8228958,0.873729604
u:byCr,0.75,0,,1
u:byH8,0.928571429,0,0,0.829761905
u:byJ-,0.871666667,11.4,50.98234989,0.824882174
u:byN_,0.883333333,0,0,0.924721508
u:byO2,0.8,6.8,30.41052449,0.929166667
u:byVn,0.833333333,0,0,0.87202381
u:byYm,0.99,0,0,0.934521993
u:byen,0.933333333,88.1,248.7175316,0.858333333
u:bylb,0.9,4.7,21.01903899,0.806428571
u:byr8,0.925,0,0,0.951295317
u:bzAf,0.916666667,0,0,0.833333333
u:bzFF,0.8125,0,0,0.850585743
u:bzH3,1,2564.75,11469.91069,0.952083333
u:bzOM,0.425,4.1,18.33575742,0.613917974
u:bzTG,0.863333333,18.7,57.92199837,0.985833333
u:bzVw,0.880952381,0,0,0.944155844
u:bzZu,0.928571429,0,0,0.959535538
u:bz_s,0.9,0,0,0.940291859
u:bzaB,0.930357143,0,0,0.886059862
u:bzdp,0.944444444,135.3333333,210.7573644,0.833333333
u:bzgp,0.75,0,,1
u:c-Jh,1,32.85714286,86.93182879,0.847619048
u:c-PL,0.935294118,276.5882353,899.6275659,0.924509804
u:c-Px,0.475,2.8,12.52198067,0.674029577
u:c-WC,0.84202381,59.85,184.2830417,0.896111682
u:c-b4,0.803333333,9.6,33.40091395,0.877737637
u:c-ft,1,49.45,221.147123,0.981742424
u:c-gn,0.666666667,0,0,0.361111111
u:c-iw,0.8,5.9,26.38560213,0.717738095
u:c-kg,0.928571429,2507,9380.335069,0.951786129
u:c-md,1,0,0,0.971428571
u:c02u,1,0,0,0.88245614
u:c0Jw,0.802777778,0,0,0.867117632
u:c0KI,0.905555556,41.06666667,159.0505161,0.937785559
u:c0L9,0.675,2.6,11.62755348,0.8384514
u:c0oK,0.907692308,29.92307692,107.8891882,0.987179487
u:c0wl,1,0,0,1
u:c12O,0.945833333,0,0,0.733745754
u:c179,1,0,,0.75
u:c1AC,0.7875,0,0,0.853565337
u:c1_o,0.892857143,0,0,0.833333333
u:c1lP,0.95,0,0,0.89618791
u:c1lx,0.75,4,17.88854382,0.844291389
u:c1oF,0.965,3470.95,15181.72105,0.897843137
u:c1qr,0.942708333,78.4375,288.1649918,0.909023013
u:c1zf,0.833333333,878.5,1242.386615,0.841176471
u:c2fP,0.958333333,0,0,0.889398641
u:c2jz,0.872727273,0,0,0.871227491
u:c2mD,1,0,0,0.657142857
u:c2mt,1,0,0,0.940833333
u:c2qx,1,0,0,0.854166667
u:c2s4,1,0,0,0.952380952
u:c2sx,0.95,0,0,0.94702381
u:c33p,0.952380952,442.2857143,1170.178008,0.895238095
u:c35,0.825,10.3,32.64498027,0.94404283
u:c3Dc,0.908333333,31.7,125.3496583,0.893926971
u:c3QY,0.95,29,96.99647308,0.905
u:c3Ta,0.99,2334.95,10442.21385,0.927608617
u:c3Up,0.925,0,0,0.90750894
u:c3VH,0.822802198,35.46153846,127.8583952,0.892573581
u:c3_U,0.525,0,0,0.578096621
